Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor,Código,Región,Nombre comuna,Número de personas según proyecciones de población (*),Número de personas en situación de pobreza por ingresos (**),Porcentaje de personas en situación de pobreza por ingresos 2022,"Límite inferior
 (***)",Límite superior,Presencia de la comuna en la muestra Casen,"Tipo de estimación SAE 
(****)"
409285000,11500.0,509695.0,Quinta Normal,Hoevel4548y4558,7.0,4.0,384.0,732.0,3.0,11700213,,,,,,,,,,,
105000000,2950.0,130760.0,Pedro Aguirre Cerda,Rucalhue,2.0,1.0,112.0,145.0,1.0,10894299,Legales y Propiedades SpA,,,,,,,,,,
128124000,3600.0,159557.0,Estación Central,AvenidaLasParcelas,3.0,1.0,59.0,243.0,2.0,10257635,Propiedadesrs,,,,,,,,,,
75000000,2107.0,93400.0,Colina,PasajeGonzaloRojas,3.0,1.0,103.0,73.0,1.0,9232092,Patricio Gajardo propiedades,,,,,,,,,,
53000000,1489.0,66002.0,Colina,HernánDíazArrieta2820,2.0,1.0,57.0,67.0,1.0,7085397,Patricio Gajardo propiedades,,,,,,,,,,
94000000,2641.0,117061.0,Estación Central,Avenida5deAbril,2.0,1.0,72.0,131.0,,7586371,Patricio Gajardo propiedades,,,,,,,,,,
75000000,2107.0,93400.0,Colina,GabrielaMistral/PabloNeruda,3.0,1.0,70.0,80.0,2.0,11688480,Patricio Gajardo propiedades,,,,,,,,,,
105000000,2950.0,130760.0,La Florida,SanCristóbalTres,2.0,1.0,50.0,120.0,1.0,12229303,Gesinprop Gestión Inmobiliaria,,,,,,,,,,
76000000,2135.0,94645.0,Maipú,PasajeJosédeMoraleda,3.0,1.0,72.0,72.0,1.0,12223374,Gesinprop Gestión Inmobiliaria,,,,,,,,,,
76000000,2135.0,94645.0,Maipú,Matías,3.0,1.0,46.0,90.0,1.0,12221068,Gesinprop Gestión Inmobiliaria,,,,,,,,,,
90000000,2529.0,112080.0,Maipú,LasTinajas&QuintaVergara,3.0,1.0,100.0,134.0,3.0,12188657,Gesinprop Gestión Inmobiliaria,,,,,,,,,,
75000000,2107.0,93400.0,San Bernardo,ValledelAconcagua,3.0,2.0,50.0,88.0,1.0,12187463,Gesinprop Gestión Inmobiliaria,,,,,,,,,,
153037000,4300.0,190582.0,Maipú,Merlin,3.0,2.0,98.0,130.0,2.0,12187364,Gesinprop Gestión Inmobiliaria,,,,,,,,,,
132000000,3709.0,164384.0,Quinta Normal,SalvadorGutiérrez&Jujuy,4.0,1.0,69.0,200.0,2.0,8493024,Paula Vivanco Arenas,,,,,,,,,,
199000000,5591.0,247821.0,Santiago,Cuevas,7.0,3.0,162.0,185.0,,12155606,Todo Propiedades,,,,,,,,,,
79000000,2220.0,98381.0,Puente Alto,PasajeLagoBertrand,2.0,1.0,,,2.0,12149041,Fe Propiedades Spa,,,,,,,,,,
373695000,10500.0,465374.0,La Florida,JoséMiguelCarrera,7.0,3.0,173.0,850.0,3.0,7850911,,,,,,,,,,,
480000000,13487.0,597758.0,La Florida,Altomacul,5.0,6.0,240.0,600.0,2.0,6474890,Inmobiliaria Barrio Nuevo SpA,,,,,,,,,,
142000000,3990.0,176837.0,Santiago,Sandaniel,3.0,2.0,100.0,163.0,2.0,12065162,,,,,,,,,,,
295397000,8300.0,367867.0,La Florida,CaminodelaNaturaleza,3.0,3.0,105.0,280.0,2.0,10765504,Ecorredores Gestion Inmobiliaria,,,,,,,,,,
391490000,11000.0,487534.0,La Florida,Cam.LasCumbres6790,5.0,3.0,150.0,400.0,2.0,10105612,Ecorredores Gestion Inmobiliaria,,,,,,,,,,
1210060000,34000.0,1506924.0,Las Condes,Laforesta,5.0,5.0,360.0,1150.0,4.0,10080545,,,,,,,,,,,
160155000,4500.0,199446.0,Lampa,AvenidaLaMontañaSur4149,3.0,3.0,80.0,156.0,2.0,8677005,Behouse,,,,,,,,,,
129903500,3650.0,161773.0,Lampa,AvenidaLaHacienda,3.0,2.0,68.0,221.0,1.0,7850612,Behouse,,,,,,,,,,
75000000,2107.0,93400.0,Quilicura,Riocachapoal,2.0,2.0,70.0,78.0,,11426067,Propital,,,,,,,,,,
50000000,1405.0,62267.0,Puente Alto,CerroParedones,3.0,1.0,31.0,73.0,,11988681,Cgs Corretaje Inmobiliario Spa,,,,,,,,,,
175000000,4917.0,217933.0,Santiago,RíoTrancura,3.0,3.0,94.0,191.0,4.0,11840169,,,,,,,,,,,
150000000,4215.0,186800.0,Quinta Normal,NuevaImperial,2.0,1.0,96.0,247.0,1.0,11933894,Cgs Corretaje Inmobiliario Spa,,,,,,,,,,
160000000,4496.0,199253.0,San Bernardo,AltoJahuel,3.0,2.0,91.0,268.0,2.0,11915330,Legales y Propiedades SpA,,,,,,,,,,
75000000,2107.0,93400.0,Puente Alto,TocornalExPedroDuarte,3.0,1.0,,87.0,1.0,6775287,Legales y Propiedades SpA,,,,,,,,,,
85000000,2388.0,105853.0,Puente Alto,Maullín,5.0,2.0,,105.0,1.0,6776151,Legales y Propiedades SpA,,,,,,,,,,
75000000,2107.0,93400.0,La Pintana,VioletaParra,3.0,1.0,62.0,88.0,1.0,9449460,Legales y Propiedades SpA,,,,,,,,,,
75000000,2107.0,93400.0,La Pintana,PoetaRamóndelValle,3.0,2.0,90.0,80.0,1.0,9630711,Legales y Propiedades SpA,,,,,,,,,,
290000000,8148.0,361146.0,Puente Alto,Noruega/Eyzaguirre,5.0,3.0,,286.0,2.0,8298437,Legales y Propiedades SpA,,,,,,,,,,
160000000,4496.0,199253.0,Puente Alto,Colombia,5.0,2.0,165.0,315.0,1.0,9881681,Legales y Propiedades SpA,,,,,,,,,,
302728540,8506.0,376997.0,Puente Alto,LaParroquia,2.0,1.0,83.0,1000.0,4.0,10930652,Legales y Propiedades SpA,,,,,,,,,,
225000000,6322.0,280199.0,Santiago,FranciscoPizarro2041,7.0,2.0,,572.0,,11903993,,,,,,,,,,,
140000000,3934.0,174346.0,Renca,Montevideo,5.0,3.0,,120.0,2.0,11903216,,,,,,,,,,,
266925000,7500.0,332410.0,Quinta Normal,TadeoVargas,4.0,3.0,198.0,354.0,1.0,11588945,,,,,,,,,,,
180000000,5058.0,224159.0,Santiago,Vichuquén,3.0,2.0,79.0,114.0,,11791851,Corredora Fuentes Propiedades,,,,,,,,,,
120000000,3372.0,149440.0,Santiago,LebuOriente,4.0,1.0,131.0,138.0,2.0,11841421,,,,,,,,,,,
239000000,6715.0,297634.0,Santiago,Avenida10deJulioHuamachuco,5.0,4.0,250.0,190.0,1.0,7756750,Todo Propiedades,,,,,,,,,,
444519100,12490.0,553573.0,Huechuraba,SantaMartadeHuechuraba,5.0,5.0,156.0,530.0,4.0,11831081,Giordano Propiedades,,,,,,,,,,
125000000,3512.0,155666.0,Maipú,DaríoPobleteNúñez,3.0,2.0,80.0,100.0,2.0,11607101,dalet propiedades,,,,,,,,,,
65129700,1830.0,81108.0,San Bernardo,Sta.Ines3481,3.0,1.0,52.0,75.0,1.0,11824596,Rodrigo Cañas de la Cerda Propiedades,,,,,,,,,,
115000000,3231.0,143213.0,Maipú,Aracari389,3.0,1.0,76.0,120.0,2.0,11786572,Silvana Guillen Propiedades,,,,,,,,,,
261586500,7350.0,325762.0,San Miguel,BartoloSoto,3.0,3.0,113.0,130.0,1.0,7971519,Good Property,,,,,,,,,,
266569100,7490.0,331967.0,Ñuñoa,Av.JoséPedroAlessandri1625,4.0,3.0,109.0,119.0,1.0,7971620,Good Property,,,,,,,,,,
160000000,4496.0,199253.0,La Florida,LosGeranios70,3.0,1.0,84.0,200.0,2.0,11013162,,,,,,,,,,,
160155000,4500.0,199446.0,Lampa,Lamontañasur,3.0,2.0,88.0,158.0,3.0,11788723,Peralta Propiedades SpA,,,,,,,,,,
259807000,7300.0,323545.0,San Miguel,QuintaAvenida,5.0,2.0,200.0,300.0,3.0,11750010,Giordano Propiedades,,,,,,,,,,
115000000,3231.0,143213.0,La Granja,VillalosPensamientos,3.0,2.0,61.0,163.0,2.0,9694714,,,,,,,,,,,
282940500,7950.0,352354.0,Pudahuel,AvenidaLasFlores,3.0,3.0,145.0,454.0,2.0,6059114,Tzanis Propiedades,,,,,,,,,,
140580500,3950.0,175069.0,Maipú,PasajeSantaNidia,4.0,3.0,160.0,162.0,2.0,10500128,Gesinprop Gestión Inmobiliaria,,,,,,,,,,
121000000,3400.0,150685.0,Maipú,Ptovelero,3.0,2.0,100.0,136.0,1.0,10733354,Gesinprop Gestión Inmobiliaria,,,,,,,,,,
139000000,3906.0,173101.0,Maipú,Lastorres,5.0,2.0,127.0,112.0,2.0,10571335,alejandra escanilla garrido,,,,,,,,,,
91000000,2557.0,113325.0,Maipú,Elsurazo,3.0,1.0,55.0,100.0,1.0,11630172,alejandra escanilla garrido,,,,,,,,,,
190406500,5350.0,237119.0,Independencia,PasajeLeonorCepeda,5.0,2.0,120.0,240.0,,9679579,Hudson Propiedades,,,,,,,,,,
140580500,3950.0,175069.0,Buin,ComercianteArmandoPérezCarrasco165,4.0,2.0,101.0,168.0,2.0,10221099,Ambiento Propiedades,,,,,,,,,,
333834200,9380.0,415734.0,Pudahuel,losrododendrosponiente,4.0,3.0,160.0,400.0,2.0,10370614,Tzanis Propiedades,,,,,,,,,,
252689000,7100.0,314681.0,Peñalolén,QuebradadeMacul,4.0,3.0,112.0,196.0,2.0,9462617,,,,,,,,,,,
85000000,2388.0,105853.0,Talagante,VillaEsperanza,2.0,2.0,80.0,138.0,1.0,9225401,,,,,,,,,,,
85000000,2388.0,105853.0,La Florida,LaFlorida,2.0,1.0,65.0,85.0,1.0,6425368,Difusion Propiedades,,,,,,,,,,
184356200,5180.0,229584.0,Quilicura,PasajeSantaMagdalenaQuilicur,3.0,2.0,90.0,149.0,2.0,9743065,Behouse,,,,,,,,,,
238453000,6700.0,296953.0,Pudahuel,LaEsperanza,3.0,3.0,110.0,190.0,1.0,7146910,Tzanis Propiedades,,,,,,,,,,
309633000,8700.0,385595.0,Pudahuel,LosAlmendros,5.0,3.0,165.0,400.0,2.0,7016500,Tzanis Propiedades,,,,,,,,,,
190406500,5350.0,237119.0,Maipú,CondominioLasCatalpas2,4.0,4.0,130.0,130.0,1.0,6992761,Tzanis Propiedades,,,,,,,,,,
347002500,9750.0,432133.0,Pudahuel,Efeso,4.0,3.0,140.0,550.0,2.0,8201406,Tzanis Propiedades,,,,,,,,,,
291838000,8200.0,363435.0,Pudahuel,CerrodeloAguirre,3.0,3.0,130.0,300.0,3.0,10653655,Tzanis Propiedades,,,,,,,,,,
293617500,8250.0,365651.0,Pudahuel,LosAbedules,3.0,3.0,125.0,850.0,2.0,9951428,Tzanis Propiedades,,,,,,,,,,
297176500,8350.0,370083.0,Pudahuel,Callenuevaunosur,4.0,3.0,120.0,420.0,2.0,9644944,Tzanis Propiedades,,,,,,,,,,
241656100,6790.0,300942.0,Pudahuel,EsterodelCobre,3.0,3.0,130.0,170.0,1.0,10930337,Tzanis Propiedades,,,,,,,,,,
533850000,15000.0,664819.0,La Florida,LaFlorida,16.0,12.0,389.0,890.0,3.0,2988676,Difusion Propiedades,,,,,,,,,,
180000000,5058.0,224159.0,Maipú,LasNaciones,5.0,3.0,136.0,153.0,2.0,9274473,,,,,,,,,,,
168000000,4720.0,209215.0,Padre Hurtado,CaminoBajosdeSta.Cruz342,4.0,3.0,130.0,180.0,2.0,10340252,,,,,,,,,,,
109900000,3088.0,136862.0,Maipú,Pje.ArmandoCortinez345,3.0,2.0,85.0,120.0,1.0,10340294,,,,,,,,,,,
160000000,4496.0,199253.0,Puente Alto,CondominioJardinesdeLasVizcachas,3.0,3.0,85.0,180.0,2.0,6359377,Carolina Martinez Propiedades,,,,,,,,,,
155000000,4355.0,193026.0,Tiltil,Tiltil,7.0,3.0,250.0,1000.0,8.0,3776733,Difusion Propiedades,,,,,,,,,,
444875000,12500.0,554016.0,Lo Barnechea,ElRodeo-NidodeAguilas,6.0,4.0,176.0,275.0,2.0,2652853,Bello Propiedades Gestión Inmobiliaria,,,,,,,,,,
153037000,4300.0,190582.0,Maipú,CalleSantaNidia,4.0,3.0,107.0,145.0,,4003310,,,,,,,,,,,
170000000,4777.0,211706.0,Conchalí,Nilahue,6.0,2.0,,,,11608988,Kvs properties,,,,,,,,,,
90000000,2529.0,112080.0,Santiago,Verdi,4.0,2.0,,85.0,,11608956,Kvs properties,,,,,,,,,,
136000000,3821.0,169365.0,San Bernardo,CondominioBarriónuevodenos,3.0,3.0,92.0,148.0,1.0,9060758,G A M P. Propiedades,,,,,,,,,,
119000000,3344.0,148194.0,Maipú,Elsurazo,5.0,2.0,113.0,108.0,2.0,8805661,alejandra escanilla garrido,,,,,,,,,,
135000000,3793.0,168120.0,Maipú,SantaBerta,4.0,3.0,93.0,124.0,,9142610,alejandra escanilla garrido,,,,,,,,,,
270484000,7600.0,336842.0,La Florida,Sta.Delia7718,5.0,3.0,152.0,200.0,3.0,7806625,,,,,,,,,,,
175000000,4917.0,217933.0,Maipú,RamayanacercaMetroPlazaMaipu,4.0,2.0,110.0,130.0,3.0,3995128,Sucasa Gestión Inmobiliaria,,,,,,,,,,
391490000,11000.0,487534.0,Providencia,MiguelClaro1950,4.0,2.0,229.0,248.0,2.0,9542577,Sucasa Gestión Inmobiliaria,,,,,,,,,,
325000000,9132.0,404732.0,Buin,Maipú490,4.0,2.0,127.0,450.0,4.0,9379847,,,,,,,,,,,
85000000,2388.0,105853.0,Santiago,Carpay984,4.0,2.0,70.0,80.0,1.0,11572248,,,,,,,,,,,
354120500,9950.0,440997.0,Colina,Sta.Elena278,3.0,3.0,118.0,350.0,3.0,9196861,Behouse,,,,,,,,,,
81857000,2300.0,101939.0,Padre Hurtado,pasajenarciso1809,3.0,2.0,53.0,65.0,1.0,10851413,,,,,,,,,,,
165000000,4636.0,205479.0,Puente Alto,Neculan,4.0,2.0,110.0,150.0,2.0,7469698,,,,,,,,,,,
162000000,4552.0,201743.0,Puente Alto,Mapulemu,3.0,2.0,80.0,140.0,1.0,9861911,,,,,,,,,,,
1032110000,29000.0,1285318.0,La Reina,PalmasdeMallorca,7.0,6.0,260.0,700.0,4.0,9364512,,,,,,,,,,,
426724100,11990.0,531412.0,Huechuraba,ElCarmen,4.0,3.0,170.0,450.0,5.0,11435116,Giordano Propiedades,,,,,,,,,,
153037000,4300.0,190582.0,Conchalí,Av.CardenalJoséMaríaCaro3638,5.0,2.0,248.0,292.0,2.0,6715809,Paz  Legal & Home,,,,,,,,,,
139000000,3906.0,173101.0,Recoleta,AvenidaMéxico,6.0,2.0,140.0,,,6716881,Paz  Legal & Home,,,,,,,,,,
130000000,3653.0,161893.0,Lampa,ValleGrande,2.0,1.0,60.0,100.0,3.0,10895192,Paz  Legal & Home,,,,,,,,,,
177950000,5000.0,221606.0,Maipú,Huenteno,5.0,3.0,100.0,166.0,2.0,9546935,,,,,,,,,,,
188627000,5300.0,234903.0,Peñaflor,CondominioSol,3.0,3.0,90.0,120.0,3.0,9978976,,,,,,,,,,,
80000000,2248.0,99626.0,San Bernardo,Villaalameda,4.0,3.0,,,2.0,11449618,Propital,,,,,,,,,,
305718100,8590.0,380720.0,Huechuraba,ElSauce,4.0,4.0,140.0,250.0,3.0,11429525,Giordano Propiedades,,,,,,,,,,
444839410,12499.0,553972.0,Huechuraba,SantaMartadeHuechuraba,5.0,5.0,180.0,580.0,5.0,7971323,Mpm Propiedades Limitada,,,,,,,,,,
115000000,3231.0,143213.0,El Monte,IgnacioPalmaVicuña218,3.0,3.0,100.0,170.0,2.0,11440454,Propital,,,,,,,,,,
316751000,8900.0,394460.0,Ñuñoa,DoctorGenaroBenavides,4.0,3.0,145.0,285.0,3.0,11433288,,,,,,,,,,,
261195010,7339.0,325274.0,Providencia,DiegodeAlmagroconSuecia,4.0,3.0,94.0,104.0,1.0,11425958,Propital,,,,,,,,,,
40000000,1124.0,49813.0,Santiago,JuanMartínezdeRozas2454,3.0,1.0,37.0,32.0,,11423079,Rosario,,,,,,,,,,
99000000,2782.0,123288.0,Macul,JorgeGonzálezBastías4215,2.0,1.0,70.0,128.0,1.0,9630477,Rosario,,,,,,,,,,
56000000,1573.0,69738.0,Pedro Aguirre Cerda,Pje.43276,3.0,1.0,65.0,70.0,,9630592,Rosario,,,,,,,,,,
709308700,19930.0,883323.0,Santiago,Sta.Elena1130,7.0,3.0,3467.0,752.0,4.0,10721217,,,,,,,,,,,
571895710,16069.0,712199.0,Ñuñoa,Hannoverconestrellasolitaria,6.0,2.0,157.0,408.0,6.0,11417583,Propital,,,,,,,,,,
4520,0.0,6.0,Santiago,CostaneraFerreaPoniente,4.0,3.0,82.0,140.0,4.0,11399089,Zerpa Propiedades,,,,,,,,,,
150000000,4215.0,186800.0,Peñalolén,Peñalolén,5.0,4.0,130.0,175.0,3.0,6211455,Difusion Propiedades,,,,,,,,,,
320310000,9000.0,398892.0,Buin,AltoSacramento,4.0,3.0,188.0,350.0,6.0,11381269,,,,,,,,,,,
198000000,5563.0,246575.0,Estación Central,EstaciónCentral,7.0,3.0,180.0,120.0,2.0,5395066,Difusion Propiedades,,,,,,,,,,
601471000,16900.0,749030.0,Colina,CondominioCanquénNorte,4.0,3.0,270.0,580.0,4.0,9752751,Sucasa Gestión Inmobiliaria,,,,,,,,,,
137000000,3849.0,170610.0,Conchalí,SeisPoniente,6.0,2.0,156.0,192.0,1.0,5093646,Ascaim Propiedades,,,,,,,,,,
137021500,3850.0,170637.0,Puente Alto,LosCastaños1059,3.0,1.0,85.0,185.0,2.0,11338850,Ambiento Propiedades,,,,,,,,,,
183500000,5156.0,228518.0,San Bernardo,CondominioParqueBalmaceda,4.0,3.0,108.0,182.0,2.0,3513793,Balance,,,,,,,,,,
560000000,15735.0,697385.0,Buin,Calleelbosque,6.0,3.0,550.0,2000.0,3.0,5857769,Sucasa Gestión Inmobiliaria,,,,,,,,,,
265000000,7446.0,330012.0,Macul,Av.Marathon2400,4.0,2.0,144.0,221.0,3.0,7580054,Sucasa Gestión Inmobiliaria,,,,,,,,,,
11057,0.0,14.0,Providencia,MiguelClaroconSantaIsabelProvidencia,3.0,2.0,229.0,248.0,2.0,10929361,Sucasa Gestión Inmobiliaria,,,,,,,,,,
134530200,3780.0,167534.0,Maipú,Av.BosqueAlto3129,3.0,3.0,76.0,118.0,2.0,9231182,Ambiento Propiedades,,,,,,,,,,
354000000,9947.0,440847.0,Calera de Tango,SanJosédeTango,3.0,3.0,218.0,5000.0,6.0,8310493,G A M P. Propiedades,,,,,,,,,,
150000000,4215.0,186800.0,Independencia,LongitudinalSeis1223,3.0,1.0,76.0,145.0,1.0,11010819,,,,,,,,,,,
120000000,3372.0,149440.0,Maipú,Berkley,4.0,1.0,170.0,220.0,1.0,10801762,,,,,,,,,,,
135242000,3800.0,168421.0,Buin,PastorPoncianoYañez,3.0,2.0,89.0,212.0,2.0,8620279,Ambiento Propiedades,,,,,,,,,,
138089200,3880.0,171967.0,Padre Hurtado,FernandoMuñozRojas1133,3.0,2.0,74.0,140.0,1.0,11252860,,,,,,,,,,,
75900000,2133.0,94521.0,La Florida,SantaJulia,6.0,2.0,110.0,154.0,1.0,10563501,Intermedia Propiedades,,,,,,,,,,
294685200,8280.0,366980.0,Santiago,Colin,5.0,3.0,263.0,23000.0,,9347456,Corretaje Boutique,,,,,,,,,,
533850000,15000.0,664819.0,Las Condes,DomingoBondi/AlonsodeCamargo,4.0,2.0,170.0,468.0,3.0,11212213,Lorraine Landon Propiedades,,,,,,,,,,
80000000,2248.0,99626.0,Padre Hurtado,Sanbenedictino52villaSantafe,5.0,3.0,106.0,168.0,2.0,10223385,,,,,,,,,,,
142360000,4000.0,177285.0,Lampa,LaMontañaNte.3650,3.0,3.0,84.0,133.0,2.0,8722194,Behouse,,,,,,,,,,
77799740,2186.0,96886.0,San Bernardo,RinconadadeNos,2.0,1.0,78.0,70.0,2.0,10633223,Hernán Arriagada,,,,,,,,,,
179729500,5050.0,223823.0,La Florida,Casaenpasajecerrado,3.0,2.0,92.0,179.0,2.0,9141583,Punto Exacto Corredora de Propiedades Ltda.,,,,,,,,,,
138801000,3900.0,172853.0,Estación Central,MigueldeCervantes,3.0,1.0,77.0,171.0,1.0,9023136,Sp Rios Propiedades,,,,,,,,,,
960930000,27000.0,1196675.0,La Florida,Lientur,4.0,4.0,182.0,1600.0,5.0,3002413,Sp Rios Propiedades,,,,,,,,,,
925340000,26000.0,1152354.0,Santiago,AvenidaRicardoLyon/DiegodeAlmagro,5.0,3.0,254.0,490.0,4.0,11083332,Lorraine Landon Propiedades,,,,,,,,,,
115000000,3231.0,143213.0,Pedro Aguirre Cerda,Alhué3004,4.0,2.0,90.0,100.0,1.0,10090797,Arévalo Propiedades,,,,,,,,,,
102641560,2884.0,127823.0,Puente Alto,Abtao,3.0,1.0,61.0,108.0,2.0,11066473,Bissac,,,,,,,,,,
65500000,1840.0,81569.0,Paine,ParqueNacionalAltosdeLircay,2.0,1.0,54.0,97.0,1.0,11029691,,,,,,,,,,,
115000000,3231.0,143213.0,Paine,LasAcacias112,3.0,1.0,60.0,1164.0,,9464865,,,,,,,,,,,
462670000,13000.0,576177.0,Peñalolén,AlvaroCasanova355,4.0,3.0,140.0,260.0,2.0,11011207,Samsara Propiedades y Asesorías,,,,,,,,,,
72000000,2023.0,89664.0,Padre Hurtado,VillaParquedelSol,3.0,2.0,65.0,90.0,1.0,9643153,Mauro Propiedades,,,,,,,,,,
140000000,3934.0,174346.0,Puente Alto,CalleCardenalFresno,3.0,3.0,92.0,172.0,4.0,7675587,Mauro Propiedades,,,,,,,,,,
160000000,4496.0,199253.0,Recoleta,Av.Valdivieso640,6.0,3.0,,250.0,,10971135,Alessandro Matteucci Cajas,,,,,,,,,,
252333100,7090.0,314238.0,San Bernardo,VolcánPomerape.,3.0,2.0,83.0,750.0,6.0,10957028,Propiedades Abarca,,,,,,,,,,
409285000,11500.0,509695.0,La Reina,PríncipedeGales,5.0,4.0,150.0,250.0,2.0,10953746,,,,,,,,,,,
115952220,3258.0,144399.0,San Bernardo,PasajeRemi,3.0,2.0,63.0,107.0,2.0,10730488,Propiedades Abarca,,,,,,,,,,
242012000,6800.0,301385.0,Peñalolén,AlbertoOrregoLuco,3.0,2.0,98.0,227.0,2.0,10916394,Lorraine Landon Propiedades,,,,,,,,,,
210000000,5901.0,261519.0,La Florida,Sinaí,4.0,2.0,153.0,173.0,2.0,6558925,Paz  Legal & Home,,,,,,,,,,
206422000,5800.0,257064.0,Buin,AltoSacramento,4.0,3.0,130.0,216.0,2.0,8631344,,,,,,,,,,,
97000000,2725.0,120797.0,Maipú,NemesioAntunez,3.0,3.0,79.0,106.0,2.0,7726360,,,,,,,,,,,
295397000,8300.0,367867.0,La Cisterna,Pintados180,5.0,2.0,150.0,330.0,3.0,10878080,Rodrigo Cañas de la Cerda Propiedades,,,,,,,,,,
75000000,2107.0,93400.0,Melipilla,entretacnaconyungaymelipilla,3.0,1.0,43.0,198.0,2.0,8876766,Paula Vivanco Arenas,,,,,,,,,,
320310000,9000.0,398892.0,La Florida,¡Miraesto!¡Esespectacular!RojasMagallanes,4.0,4.0,177.0,259.0,3.0,4870914,Punto Exacto Corredora de Propiedades Ltda.,,,,,,,,,,
125000000,3512.0,155666.0,Macul,Montevideo,3.0,1.0,81.0,160.0,3.0,8174557,Novavista,,,,,,,,,,
105000000,2950.0,130760.0,La Reina,Cordillera,4.0,1.0,70.0,135.0,1.0,6128942,Novavista,,,,,,,,,,
480465000,13500.0,598337.0,Colina,PortalLosMaitenes,3.0,3.0,167.0,400.0,3.0,9531622,Tym Corredoras,,,,,,,,,,
252689000,7100.0,314681.0,La Florida,EnriqueOlivaresconAlicahue,4.0,2.0,100.0,240.0,2.0,10697355,,,,,,,,,,,
323869000,9100.0,403324.0,Colina,CaminodelMimo,5.0,4.0,139.0,330.0,2.0,10686291,,,,,,,,,,,
373695000,10500.0,465374.0,San Bernardo,Eyzaguirre1210,10.0,4.0,200.0,662.0,8.0,10680700,,,,,,,,,,,
227000000,6378.0,282690.0,Quilicura,ValleLoCampino,5.0,3.0,178.0,216.0,1.0,9742504,G A M P. Propiedades,,,,,,,,,,
151257500,4250.0,188366.0,Independencia,Gral.Saavedra1324,7.0,2.0,197.0,225.0,,9555440,Román Propiedades,,,,,,,,,,
266925000,7500.0,332410.0,La Florida,CascadadelaPalomaSur,3.0,3.0,121.0,290.0,2.0,10656285,Samsara Propiedades y Asesorías,,,,,,,,,,
143000000,4018.0,178082.0,Recoleta,DoctorSoterodelRío&Huasco,4.0,2.0,160.0,300.0,2.0,7755357,Navacasa Propiedades,,,,,,,,,,
75000000,2107.0,93400.0,Puente Alto,PedroNúñezFernández,2.0,1.0,56.0,80.0,2.0,9634508,,,,,,,,,,,
69500000,1953.0,86550.0,Buin,SanFélix129,2.0,1.0,54.0,82.0,1.0,9552084,,,,,,,,,,,
140000000,3934.0,174346.0,Puente Alto,SanExpedito,3.0,2.0,90.0,110.0,1.0,10199601,,,,,,,,,,,
907545000,25500.0,1130193.0,Lo Barnechea,LasPataguas,5.0,6.0,320.0,1040.0,6.0,10572453,,,,,,,,,,,
75000000,2107.0,93400.0,Padre Hurtado,Villacentenario,2.0,1.0,60.0,90.0,1.0,10371383,Propiedades Coda,,,,,,,,,,
120000000,3372.0,149440.0,Peñaflor,DonVicente,3.0,3.0,130.0,150.0,2.0,10371607,Propiedades Coda,,,,,,,,,,
64500000,1812.0,80324.0,Puente Alto,SargentoMenadier,5.0,2.0,130.0,115.0,2.0,10563302,Intermedia Propiedades,,,,,,,,,,
409534130,11507.0,510005.0,Maipú,ManuelRodríguez,5.0,2.0,,700.0,8.0,5964993,,,,,,,,,,,
79000000,2220.0,98381.0,Estación Central,Anay,3.0,2.0,80.0,160.0,1.0,8723620,Arévalo Propiedades,,,,,,,,,,
205000000,5760.0,255293.0,Santiago,Cuevas/Maule,7.0,3.0,161.0,185.0,,8677192,,,,,,,,,,,
240000000,6743.0,298879.0,Santiago,Carmen/Barretos,5.0,3.0,190.0,250.0,1.0,8677225,,,,,,,,,,,
88000000,2473.0,109589.0,Pudahuel,LosTricahues,3.0,2.0,65.0,90.0,2.0,6431360,,,,,,,,,,,
74000000,2079.0,92154.0,Maipú,BanderaChilena,4.0,2.0,50.0,69.0,1.0,9674826,alejandra escanilla garrido,,,,,,,,,,
130000000,3653.0,161893.0,El Bosque,FedericoGana,5.0,3.0,,97.0,3.0,10350195,Margarita Leiva Catalan,,,,,,,,,,
448434000,12600.0,558448.0,La Reina,SectorBlestGanaL3CastilloVelasco,3.0,2.0,228.0,451.0,3.0,9153550,Bello Propiedades Gestión Inmobiliaria,,,,,,,,,,
240232500,6750.0,299169.0,Buin,AltoSacramento,4.0,3.0,119.0,220.0,2.0,9140364,,,,,,,,,,,
227776000,6400.0,283656.0,Las Condes,MartíndeZamora/lareconquista,2.0,1.0,60.0,80.0,,10327869,Kinast Propiedades,,,,,,,,,,
130000000,3653.0,161893.0,Lampa,LosHalcones,3.0,1.0,85.0,180.0,3.0,10284765,Alessandro Matteucci Cajas,,,,,,,,,,
185000000,5198.0,230386.0,San Ramón,EstadioMunicipalSanRamón,3.0,2.0,,214.0,1.0,10257751,Propiedades Anderson Ltda,,,,,,,,,,
273000000,7671.0,339975.0,Peñalolén,LosJardineros,4.0,2.0,250.0,500.0,4.0,7742050,Helena de Troya,,,,,,,,,,
180000000,5058.0,224159.0,Lo Prado,LosPlátanosxxx6,8.0,8.0,139.0,282.0,3.0,7844718,,,,,,,,,,,
286499500,8050.0,356786.0,Peñalolén,ElOlivillo5956,5.0,3.0,131.0,241.0,1.0,5311878,Arévalo Propiedades,,,,,,,,,,
